 Note: The transition dipole moments reported below only correspond to spatial part, the spin part is not taken into account!

 Ground state electric dipole moment in X,Y,Z:    0.059559   -0.234055    0.171661 a.u.

 Transition electric dipole moment between ground state (0) and excited states (a.u.)
     i     j         X             Y             Z        Diff.(eV)   Oscil.str
    29    35    -1.4260964     0.0194060     0.0500299     0.26420     0.01318
    29    36    -0.3944232     0.0201465     0.0229647     0.32040     0.00123
    29    37    -0.5987081    -0.2102505     0.1324487     0.33950     0.00350
    29    38     0.1116095     0.1553437    -0.0356172     0.35200     0.00033
    29    39    -0.0803266    -0.0424140    -0.0226330     0.40400     0.00009
    29    40     0.1216448     0.0082836     0.0045491     0.45600     0.00017
    30    30     1.2137062     0.8394485    -0.0861525     0.00000     0.00000
    30    31    -0.2015609    -0.7475012     0.0401756     0.02940     0.00043
    30    32     0.1527500    -0.0773188     0.0190440     0.12960     0.00009
    30    33     0.0554165    -0.0528275    -0.0024473     0.14280     0.00002
    30    34     0.0051573     0.0020011    -0.0010868     0.20040     0.00000
    30    35     0.2523301    -0.0736896    -0.0093425     0.25230     0.00043
    30    36    -0.2582802    -0.1250449     0.0688267     0.30850     0.00066
    30    37    -0.6985769    -0.2059399     0.1426360     0.32760     0.00442
    30    38     0.1250365     0.0591592    -0.0214497     0.34010     0.00016
    30    39    -0.2868230     0.1348555     0.0299983     0.39210     0.00097
    30    40    -0.1217328    -0.0096345    -0.0111515     0.44410     0.00016
    31    31     0.6210061    -0.2798363     0.0464910     0.00000     0.00000
    31    32     0.2692915     0.0618324    -0.0310678     0.10020     0.00019
    31    33     0.6433054    -0.1006272    -0.0457404     0.11340     0.00118
    31    34     0.0033394     0.0072606    -0.0043390     0.17100     0.00000
    31    35    -0.1753754    -0.3330238    -0.0329907     0.22290     0.00078
    31    36     0.3111373    -0.1009469    -0.0159827     0.27910     0.00073
    31    37    -0.1109889     0.1044640    -0.0460949     0.29820     0.00019
    31    38     0.0065512     0.0005332     0.0183068     0.31070     0.00000
    31    39    -1.0159142     0.0809384     0.0245421     0.36270     0.00923
    31    40     0.1978466     0.0756727    -0.0244430     0.41470     0.00046
    32    32     2.0759329    -1.3681802    -0.1332302     0.00000     0.00000
    32    33    -0.9796171     0.8023495     0.1238367     0.01320     0.00052
    32    34     0.0000000     0.0000000     0.0000000     0.07080     0.00000
    32    35     0.0159782    -0.0624135     0.0061607     0.12270     0.00001
    32    36    -0.2293705    -0.0425529     0.0125646     0.17890     0.00024
    32    37     0.2502289     0.0245981     0.0297067     0.19800     0.00031
    32    38     0.2236731    -0.1928887     0.0036539     0.21050     0.00045
    32    39    -0.1508112    -0.0595016    -0.0334462     0.26250     0.00018
    32    40     0.1758713     0.1534277     0.0399854     0.31450     0.00043
    33    33     1.7950287    -0.7052265     0.0231470     0.00000     0.00000
    33    34     0.0078240     0.0030357    -0.0016487     0.05760     0.00000
    33    35     0.1547779    -0.1824672    -0.0080627     0.10950     0.00015
    33    36     0.0817987    -0.1746747     0.0136138     0.16570     0.00015
    33    37    -0.1390701    -0.0404919    -0.0020703     0.18480     0.00010
    33    38    -0.1962359    -0.0346871    -0.0014571     0.19730     0.00019
    33    39    -0.4986614     0.0891206     0.0363092     0.24930     0.00158
    33    40     0.0798701     0.0239738    -0.0198915     0.30130     0.00005
    34    34    -0.1290992    -1.4356606    -0.1754433     0.00000     0.00000
    34    35    -0.0233340    -0.0196327    -0.0022520     0.05190     0.00000
    34    36     0.0079533     0.0051420    -0.0008111     0.10810     0.00000
    34    37    -0.0068895     0.0173300    -0.0041014     0.12720     0.00000
    34    38     0.0031128    -0.0062216     0.0025263     0.13970     0.00000
    34    39    -0.0105739    -0.0222576    -0.0040762     0.19170     0.00000
    34    40    -0.0151526    -0.0068824     0.0019239     0.24370     0.00000
    35    35    -3.3624638    -0.0037097     0.2899146     0.00000     0.00000
    35    36     0.5555655    -0.0353631    -0.0616839     0.05620     0.00043
    35    37     0.0173269    -0.0200902    -0.0062818     0.07530     0.00000
    35    38     0.0653381     0.0816248    -0.0139155     0.08780     0.00002
    35    39    -0.1300231    -0.0728617     0.0630766     0.13980     0.00009
    35    40     0.9385384     0.0065149    -0.0184124     0.19180     0.00414
    36    36    -0.5363427    -0.5311569     0.0069805     0.00000     0.00000
    36    37    -0.5434375    -0.8939776    -0.1332879     0.01910     0.00052
    36    38     0.0702810     0.2794943     0.0676172     0.03160     0.00007
    36    39    -0.9714986     0.0852766     0.0115173     0.08360     0.00195
    36    40     0.5121200     0.0531109    -0.0401093     0.13560     0.00089
    37    37    -2.4167220    -2.3829277    -0.3086691     0.00000     0.00000
    37    38     0.2658507     0.6324072     0.1794688     0.01250     0.00015
    37    39     0.1814884     0.1059649    -0.0089626     0.06450     0.00007
    37    40    -0.3744114    -0.0182906     0.0412535     0.11650     0.00041
    38    38    -1.9790705    -0.4685403     0.1506218     0.00000     0.00000
    38    39     0.0835813    -0.1110020    -0.0630995     0.05200     0.00003
    38    40    -1.1084862    -0.5809349    -0.0084018     0.10400     0.00399
    39    39     1.4274405    -0.2903036     0.1061302     0.00000     0.00000
    39    40     0.3108057     0.3043792     0.0934229     0.05200     0.00025
    40    40    -0.6465085     0.1974265     0.3136493     0.00000     0.00000
